type,title,cast,country,rating,listed_in,combination
Movie,emil and the detectives,walter slezak  roger mobley  heinz schubert,united states,tv-pg,"action-adventure, crime, family","Movie tv-pg action-adventure, crime, family walter slezak  roger mobley  heinz schubert united states"
Movie,empire of dreams: the story of the star wars trilogy,robert clotworthy  walter cronkite  anthony daniels,united states,tv-14,documentary,Movie tv-14 documentary robert clotworthy  walter cronkite  anthony daniels united states
Movie,escape to witch mountain,eddie albert  ray milland  donald pleasence,united states,g,"action-adventure, family, fantasy","Movie g action-adventure, family, fantasy eddie albert  ray milland  donald pleasence united states"
Movie,expedition mars: spirit & opportunity,bray poor,united states,tv-pg,documentary,Movie tv-pg documentary bray poor united states
Movie,fantasia,deems taylor  walt disney  leopold stokowski,united states,g,"animation, family, fantasy","Movie g animation, family, fantasy deems taylor  walt disney  leopold stokowski united states"
Movie,fantasia 2000,steve martin  itzhak perlman  quincy jones,united states,g,"animation, family, fantasy","Movie g animation, family, fantasy steve martin  itzhak perlman  quincy jones united states"
Movie,ferdinand the bull,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,finding dory,ellen degeneres  albert brooks  ed o'neill,united states,pg,"action-adventure, animation, comedy","Movie pg action-adventure, animation, comedy ellen degeneres  albert brooks  ed o'neill united states"
Movie,finding nemo,albert brooks  ellen degeneres  alexander gould,"united states, australia",g,"action-adventure, animation, comedy","Movie g action-adventure, animation, comedy albert brooks  ellen degeneres  alexander gould united states, australia"
Movie,first kid,sinbad   robert guillaume  timothy busfield,united states,pg,"buddy, comedy, coming of age","Movie pg buddy, comedy, coming of age sinbad   robert guillaume  timothy busfield united states"
Movie,flight of the navigator,joey cramer  veronica cartwright  cliff de young,united states,pg,"action-adventure, science fiction","Movie pg action-adventure, science fiction joey cramer  veronica cartwright  cliff de young united states"
Movie,float,eli fucile  bobby rubio  luna watson,united states,pg,"animation, family, fantasy","Movie pg animation, family, fantasy eli fucile  bobby rubio  luna watson united states"
Movie,flowers and trees,unknown,united states,tv-y7,"animation, family, kids","Movie tv-y7 animation, family, kids unknown united states"
Movie,flubber,robin williams  marcia harden  christopher mcdonald,united states,pg,"comedy, family, science fiction","Movie pg comedy, family, science fiction robin williams  marcia harden  christopher mcdonald united states"
Movie,food for feudin',unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,for the birds,unknown,united states,g,"animation, comedy, family","Movie g animation, comedy, family unknown united states"
Movie,forky asks a question: what is money?,tony hale  john ratzenberger  bob peterson,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family tony hale  john ratzenberger  bob peterson united states"
Movie,frank and ollie,frank thomas  ollie johnston  sylvia roemer,united states,pg,"biographical, documentary","Movie pg biographical, documentary frank thomas  ollie johnston  sylvia roemer united states"
Movie,frankenweenie (short),shelley duvall  daniel stern  barret oliver,united states,pg,"drama, parody, science fiction","Movie pg drama, parody, science fiction shelley duvall  daniel stern  barret oliver united states"
Movie,freaky friday,jamie curtis  lindsay lohan  harold gould,united states,pg,"comedy, family, fantasy","Movie pg comedy, family, fantasy jamie curtis  lindsay lohan  harold gould united states"
Movie,free solo,alex honnold  tommy caldwell,united states,tv-pg,"action-adventure, documentary, sports","Movie tv-pg action-adventure, documentary, sports alex honnold  tommy caldwell united states"
Movie,frenemies,zendaya   bella thorne  mary mouser,united states,tv-g,"anthology, comedy, coming of age","Movie tv-g anthology, comedy, coming of age zendaya   bella thorne  mary mouser united states"
Movie,frozen,kristen bell  idina menzel  jonathan groff,united states,pg,"animation, family, fantasy","Movie pg animation, family, fantasy kristen bell  idina menzel  jonathan groff united states"
Movie,full-court miracle,alex linz  r.h. thomson  sean marquette,united states,tv-g,"coming of age, drama, sports","Movie tv-g coming of age, drama, sports alex linz  r.h. thomson  sean marquette united states"
Movie,fun and fancy free,edgar bergen  dinah shore  luana patten,united states,g,"action-adventure, animation, comedy","Movie g action-adventure, animation, comedy edgar bergen  dinah shore  luana patten united states"
Movie,fuzzbucket,chris hebert  phil fondacaro  joe regalbuto,united states,tv-g,"buddy, comedy, coming of age","Movie tv-g buddy, comedy, coming of age chris hebert  phil fondacaro  joe regalbuto united states"
Movie,geek charming,sarah hyland  matt prokop  sasha pieterse,united states,tv-g,"comedy, coming of age, drama","Movie tv-g comedy, coming of age, drama sarah hyland  matt prokop  sasha pieterse united states"
Movie,genius,trevor morgan  emmy rossum  yannick bisson,united states,tv-g,"comedy, coming of age","Movie tv-g comedy, coming of age trevor morgan  emmy rossum  yannick bisson united states"
Movie,george & a.j.,jason topolski  a.j. riebli  iii  steve purcell,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family jason topolski  a.j. riebli  iii  steve purcell united states"
Movie,geri's game,bob peterson,united states,g,"animation, family, kids","Movie g animation, family, kids bob peterson united states"
Movie,get a clue,lindsay lohan  bug hall  ian gomez,united states,tv-g,"drama, mystery","Movie tv-g drama, mystery lindsay lohan  bug hall  ian gomez united states"
Movie,giants of the deep blue,bill graves,unknown,tv-pg,"animals & nature, documentary, family","Movie tv-pg animals & nature, documentary, family bill graves unknown"
Movie,go figure,jordan hinson  whitney sloan  cristine rose,united states,tv-g,"coming of age, sports","Movie tv-g coming of age, sports jordan hinson  whitney sloan  cristine rose united states"
Movie,going to the mat,andrew lawrence  khleo thomas  alessandra toreson,united states,tv-g,"coming of age, sports","Movie tv-g coming of age, sports andrew lawrence  khleo thomas  alessandra toreson united states"
Movie,"good luck charlie, it's christmas!",bridgit mendler  leigh-allyn baker  bradley perry,united states,tv-g,"comedy, coming of age, family","Movie tv-g comedy, coming of age, family bridgit mendler  leigh-allyn baker  bradley perry united states"
Movie,gotta kick it up,camille guaty  america ferrera  jhoanna flores,united states,tv-g,"coming of age, dance, drama","Movie tv-g coming of age, dance, drama camille guaty  america ferrera  jhoanna flores united states"
Movie,grand canyonscope,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,grasshopper and the ants,unknown,united states,tv-g,"animation, family, music","Movie tv-g animation, family, music unknown united states"
Movie,greyfriars bobby,donald crisp  laurence naismith  alex mackenzie,united states,tv-g,"animals & nature, drama, family","Movie tv-g animals & nature, drama, family donald crisp  laurence naismith  alex mackenzie united states"
Movie,gus,edward asner  don knotts  gary grimes,united states,g,"animals & nature, comedy, family","Movie g animals & nature, comedy, family edward asner  don knotts  gary grimes united states"
Movie,halloweentown,debbie reynolds  judith hoag  kimberly brown,united states,tv-pg,"action-adventure, comedy, coming of age","Movie tv-pg action-adventure, comedy, coming of age debbie reynolds  judith hoag  kimberly brown united states"
Movie,halloweentown high,kimberly brown  judith hoag  joey zimmerman,united states,tv-g,"action-adventure, comedy, fantasy","Movie tv-g action-adventure, comedy, fantasy kimberly brown  judith hoag  joey zimmerman united states"
Movie,halloweentown ii: kalabar's revenge,kimberly brown  judith hoag  daniel kountz,united states,tv-pg,"action-adventure, fantasy","Movie tv-pg action-adventure, fantasy kimberly brown  judith hoag  daniel kountz united states"
Movie,hannah montana and miley cyrus: best of both worlds concert,miley cyrus  joe jonas  kevin jonas,united states,g,"concert film, documentary, music","Movie g concert film, documentary, music miley cyrus  joe jonas  kevin jonas united states"
Movie,hannah montana the movie,miley cyrus  emily osment  margo martindale,united states,g,"comedy, coming of age, drama","Movie g comedy, coming of age, drama miley cyrus  emily osment  margo martindale united states"
Movie,hatching pete,jason dolley  mitchel musso  tiffany thornton,united states,tv-g,"comedy, coming of age","Movie tv-g comedy, coming of age jason dolley  mitchel musso  tiffany thornton united states"
Movie,hawaiian holiday,walt disney  marcellite garner  clarence nash,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family walt disney  marcellite garner  clarence nash united states"
Movie,heavyweights,tom mcgowan  aaron schwartz  shaun weiss,united states,pg,"comedy, family","Movie pg comedy, family tom mcgowan  aaron schwartz  shaun weiss united states"
Movie,herbie goes bananas,cloris leachman  charles smith  john vernon,united states,g,"action-adventure, comedy, family","Movie g action-adventure, comedy, family cloris leachman  charles smith  john vernon united states"
Movie,herbie goes to monte carlo,dean jones  don knotts  julie sommars,united states,g,"action-adventure, comedy, family","Movie g action-adventure, comedy, family dean jones  don knotts  julie sommars united states"
Movie,herbie rides again,helen hayes  ken berry  stefanie powers,united states,g,"comedy, family, romantic comedy","Movie g comedy, family, romantic comedy helen hayes  ken berry  stefanie powers united states"
Movie,hercules,tate donovan  joshua keaton  roger bart,"united states, france",g,"action-adventure, animation, comedy","Movie g action-adventure, animation, comedy tate donovan  joshua keaton  roger bart united states, france"
Movie,high school musical,zac efron  vanessa hudgens  ashley tisdale,united states,tv-g,"coming of age, musical, romance","Movie tv-g coming of age, musical, romance zac efron  vanessa hudgens  ashley tisdale united states"
Movie,high school musical 2,zac efron  vanessa hudgens  ashley tisdale,united states,tv-g,"coming of age, musical","Movie tv-g coming of age, musical zac efron  vanessa hudgens  ashley tisdale united states"
Movie,high school musical 3: senior year,zac efron  vanessa hudgens  ashley tisdale,united states,g,"coming of age, family, musical","Movie g coming of age, family, musical zac efron  vanessa hudgens  ashley tisdale united states"
Movie,hocus pocus,bette midler  sarah parker  kathy najimy,united states,pg,"comedy, family, fantasy","Movie pg comedy, family, fantasy bette midler  sarah parker  kathy najimy united states"
Movie,home on the range,roseanne barr  judi dench  jennifer tilly,united states,pg,"animation, comedy, family","Movie pg animation, comedy, family roseanne barr  judi dench  jennifer tilly united states"
Movie,"honey, i blew up the kid",rick moranis  marcia strassman  lloyd bridges,united states,pg,"comedy, family, science fiction","Movie pg comedy, family, science fiction rick moranis  marcia strassman  lloyd bridges united states"
Movie,"honey, i shrunk the kids",rick moranis  matt frewer  marcia strassman,"united states, mexico",pg,"action-adventure, comedy, family","Movie pg action-adventure, comedy, family rick moranis  matt frewer  marcia strassman united states, mexico"
Movie,"honey, we shrunk ourselves",rick moranis  eve gordon  robin bartlett,united states,pg,"action-adventure, comedy, fantasy","Movie pg action-adventure, comedy, fantasy rick moranis  eve gordon  robin bartlett united states"
Movie,horse sense,joey lawrence  andy lawrence  susan walters,united states,tv-g,"coming of age, drama","Movie tv-g coming of age, drama joey lawrence  andy lawrence  susan walters united states"
Movie,hounded,tahj mowry  shia labeouf  craig kirkwood,united states,tv-g,"animals & nature, comedy, coming of age","Movie tv-g animals & nature, comedy, coming of age tahj mowry  shia labeouf  craig kirkwood united states"
Movie,how dogs got their shapes,jake robards,united states,tv-pg,"animals & nature, documentary, family","Movie tv-pg animals & nature, documentary, family jake robards united states"
Movie,how to build a better boy,ashley argota  roger bart  kelli berglund,united states,tv-g,"action-adventure, comedy, science fiction","Movie tv-g action-adventure, comedy, science fiction ashley argota  roger bart  kelli berglund united states"
Movie,how to fish,john mcleish,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family john mcleish united states"
Movie,how to swim,unknown,united states,tv-g,"animation, family, parody","Movie tv-g animation, family, parody unknown united states"
Movie,i'll be home for christmas,jonathan thomas  jessica biel  adam lavorgna,"united states, canada",pg,"action-adventure, comedy, coming of age","Movie pg action-adventure, comedy, coming of age jonathan thomas  jessica biel  adam lavorgna united states, canada"
Movie,ice age: the great egg-scapade,raymond albert romano  john leguizamo  denis leary,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family raymond albert romano  john leguizamo  denis leary united states"
Movie,ice princess,joan cusack  kim cattrall  michelle trachtenberg,"united states, canada",g,"coming of age, drama, romance","Movie g coming of age, drama, romance joan cusack  kim cattrall  michelle trachtenberg united states, canada"
Movie,inner workings,este haim  tucker gilmore  raymond persi,united states,g,"animation, comedy, family","Movie g animation, comedy, family este haim  tucker gilmore  raymond persi united states"
Movie,inside out,amy poehler  phyllis smith  richard kind,united states,pg,"animation, coming of age, family","Movie pg animation, coming of age, family amy poehler  phyllis smith  richard kind united states"
Movie,inspector gadget,matthew broderick  rupert everett  joely fisher,united states,pg,"action-adventure, comedy, family","Movie pg action-adventure, comedy, family matthew broderick  rupert everett  joely fisher united states"
Movie,inspector gadget 2,french stewart  elaine hendrix  caitlin wachs,united states,g,"action-adventure, comedy, family","Movie g action-adventure, comedy, family french stewart  elaine hendrix  caitlin wachs united states"
Movie,into the grand canyon,unknown,united states,tv-pg,"action-adventure, animals & nature, documentary","Movie tv-pg action-adventure, animals & nature, documentary unknown united states"
Movie,into the okavango,steve boyes  dr. steve boyes  chris boyes,"united states, angola, botswana, namibia, south africa",tv-pg,"action-adventure, animals & nature, documentary","Movie tv-pg action-adventure, animals & nature, documentary steve boyes  dr. steve boyes  chris boyes united states, angola, botswana, namibia, south africa"
Movie,invincible,mark wahlberg  greg kinnear  elizabeth banks,united states,pg,"biographical, family, sports","Movie pg biographical, family, sports mark wahlberg  greg kinnear  elizabeth banks united states"
Movie,invisible sister,rowan blanchard  paris berelc  karan brar,united states,tv-g,"comedy, science fiction","Movie tv-g comedy, science fiction rowan blanchard  paris berelc  karan brar united states"
Movie,iron will,mackenzie astin  kevin spacey  david ogden stiers,united states,pg,"action-adventure, coming of age, family","Movie pg action-adventure, coming of age, family mackenzie astin  kevin spacey  david ogden stiers united states"
Movie,jack,robin williams  diane lane  brian kerwin,united states,pg-13,"comedy, coming of age, drama","Movie pg-13 comedy, coming of age, drama robin williams  diane lane  brian kerwin united states"
Movie,jack-jack attack,bret parker  bud luckey  eli fucile,united states,g,"animation, comedy, family","Movie g animation, comedy, family bret parker  bud luckey  eli fucile united states"
Movie,james and the giant peach,miriam margolyes  joanna lumley  pete postlethwaite,"united kingdom, united states",pg,"action-adventure, animation, family","Movie pg action-adventure, animation, family miriam margolyes  joanna lumley  pete postlethwaite united kingdom, united states"
Movie,jane,jane goodall,united states,pg,"animals & nature, biographical, documentary","Movie pg animals & nature, biographical, documentary jane goodall united states"
Movie,jingle pols,dr. pol,unknown,tv-14,"animals & nature, documentary, medical","Movie tv-14 animals & nature, documentary, medical dr. pol unknown"
Movie,johnny kapahala: back on board,brandon baker  robyn lively  mary keller,united states,tv-g,"coming of age, drama, sports","Movie tv-g coming of age, drama, sports brandon baker  robyn lively  mary keller united states"
Movie,johnny tsunami,cary-hiroyuki tagawa  brandon baker  yuji okumoto,united states,tv-g,"coming of age, drama, sports","Movie tv-g coming of age, drama, sports cary-hiroyuki tagawa  brandon baker  yuji okumoto united states"
Movie,jonas brothers: the concert experience,kevin jonas  joe jonas  nick jonas,united states,g,"concert film, documentary, music","Movie g concert film, documentary, music kevin jonas  joe jonas  nick jonas united states"
Movie,journey to shark eden,salvatore vecchio,united states,tv-g,"action-adventure, animals & nature, documentary","Movie tv-g action-adventure, animals & nature, documentary salvatore vecchio united states"
Movie,journey to the center of the earth,pat boone  james mason  arlene dahl,united states,g,"action-adventure, family, science fiction","Movie g action-adventure, family, science fiction pat boone  james mason  arlene dahl united states"
Movie,jump in!,corbin bleu  david reivers  shanica knowles,united states,tv-g,"coming of age, dance, sports","Movie tv-g coming of age, dance, sports corbin bleu  david reivers  shanica knowles united states"
Movie,jumping ship,joey lawrence  matthew lawrence  andrew lawrence,"australia, united states",tv-g,"action-adventure, coming of age","Movie tv-g action-adventure, coming of age joey lawrence  matthew lawrence  andrew lawrence australia, united states"
Movie,jungle 2 jungle,tim allen  martin short  lolita davidovich,"united states, france",pg,"comedy, family","Movie pg comedy, family tim allen  martin short  lolita davidovich united states, france"
Movie,jungle cat,winston hibler,united states,tv-pg,"animals & nature, documentary, family","Movie tv-pg animals & nature, documentary, family winston hibler united states"
Movie,kazaam,shaquille o'neal  francis capra  ally walker,united states,pg,"action-adventure, comedy, family","Movie pg action-adventure, comedy, family shaquille o'neal  francis capra  ally walker united states"
Movie,kim possible,sadie stanley  sean giambrone  ciara wilson,united states,tv-g,"action-adventure, comedy, coming of age","Movie tv-g action-adventure, comedy, coming of age sadie stanley  sean giambrone  ciara wilson united states"
Movie,kim possible movie: so the drama,christy romano  will friedle  nancy cartwright,united states,tv-g,"action-adventure, animation, coming of age","Movie tv-g action-adventure, animation, coming of age christy romano  will friedle  nancy cartwright united states"
Movie,kingdom of the apes: battle lines,dan nachtrab,unknown,tv-pg,"animals & nature, documentary","Movie tv-pg animals & nature, documentary dan nachtrab unknown"
Movie,kingdom of the blue whale,tom selleck,united states,tv-pg,"animals & nature, documentary, family","Movie tv-pg animals & nature, documentary, family tom selleck united states"
Movie,kitbull,unknown,united states,pg,"animation, buddy, comedy","Movie pg animation, buddy, comedy unknown united states"
Movie,knick knack theatrical short,unknown,unknown,g,"animation, family, kids","Movie g animation, family, kids unknown unknown"
Movie,kronk's new groove,patrick warburton  tracey ullman  eartha kitt,united states,g,"animation, comedy, coming of age","Movie g animation, comedy, coming of age patrick warburton  tracey ullman  eartha kitt united states"
Movie,la luna,tony fucile  krista sheffler  phil sheridan,united states,g,"animation, coming of age, family","Movie g animation, coming of age, family tony fucile  krista sheffler  phil sheridan united states"
Movie,lady and the tramp,tessa thompson  justin theroux  sam elliott,united states,pg,"action-adventure, comedy, family","Movie pg action-adventure, comedy, family tessa thompson  justin theroux  sam elliott united states"
Movie,lava,kuana kahele  napua greig,united states,g,"animation, family, musical","Movie g animation, family, musical kuana kahele  napua greig united states"
Movie,lego star wars: the new yoda chronicles - clash of the skywalkers,tom kane  anthony daniels  matt sloan,united states,tv-y7,"action-adventure, animation, comedy","Movie tv-y7 action-adventure, animation, comedy tom kane  anthony daniels  matt sloan united states"
Movie,lego star wars: the new yoda chronicles - raid on coruscant,tom kane  anthony daniels  matt sloan,"denmark, china",tv-y7,"action-adventure, animation, comedy","Movie tv-y7 action-adventure, animation, comedy tom kane  anthony daniels  matt sloan denmark, china"
Movie,lego star wars: the new yoda chronicles – duel of the skywalkers,tom kane  anthony daniels  matt sloan,united states,tv-y7,"action-adventure, animation, comedy","Movie tv-y7 action-adventure, animation, comedy tom kane  anthony daniels  matt sloan united states"
Movie,lego star wars: the new yoda chronicles – escape from the jedi temple,tom kane  anthony daniels  matt sloan,united states,tv-y7,"action-adventure, animation, comedy","Movie tv-y7 action-adventure, animation, comedy tom kane  anthony daniels  matt sloan united states"
Movie,lego star wars: the new yoda chronicles – race for the holocrons,tom kane  anthony daniels  matt sloan,united states,tv-y7,"action-adventure, animation, comedy","Movie tv-y7 action-adventure, animation, comedy tom kane  anthony daniels  matt sloan united states"
Movie,lemonade mouth,bridgit mendler  adam hicks  hayley kiyoko,united states,tv-g,"coming of age, drama, music","Movie tv-g coming of age, drama, music bridgit mendler  adam hicks  hayley kiyoko united states"
Movie,lend a paw,unknown,united states,tv-y7,"animation, family, kids","Movie tv-y7 animation, family, kids unknown united states"
Movie,leroy & stitch,daveigh chase  chris sanders  david stiers,united states,g,"action-adventure, animation, comedy","Movie g action-adventure, animation, comedy daveigh chase  chris sanders  david stiers united states"
Movie,let it shine,tyler williams  coco jones  trevor jackson,united states,tv-g,"coming of age, drama, music","Movie tv-g coming of age, drama, music tyler williams  coco jones  trevor jackson united states"
Movie,life is ruff,kyle massey  kay panabaker  mitchel musso,united states,tv-g,"animals & nature, comedy, coming of age","Movie tv-g animals & nature, comedy, coming of age kyle massey  kay panabaker  mitchel musso united states"
Movie,life with mikey,michael fox  nathan lane  cyndi lauper,united states,pg,"buddy, comedy, coming of age","Movie pg buddy, comedy, coming of age michael fox  nathan lane  cyndi lauper united states"
Movie,life-size 2,tyra banks  francia raisa  gavin stenhouse,united states,tv-14,"comedy, coming of age, fantasy","Movie tv-14 comedy, coming of age, fantasy tyra banks  francia raisa  gavin stenhouse united states"
Movie,lifted,unknown,united states,g,"animation, comedy, family","Movie g animation, comedy, family unknown united states"
Movie,lilo & stitch,daveigh chase  christopher sanders  tia carrere,united states,tv-pg,"action-adventure, animation, family","Movie tv-pg action-adventure, animation, family daveigh chase  christopher sanders  tia carrere united states"
Movie,lilo & stitch 2: stitch has a glitch,christopher sanders  dakota fanning  tia carrere,united states,pg,"animation, comedy, dance","Movie pg animation, comedy, dance christopher sanders  dakota fanning  tia carrere united states"
Movie,lonesome ghosts,unknown,united states,tv-y7,"animation, family, kids","Movie tv-y7 animation, family, kids unknown united states"
Movie,lou,unknown,united states,g,"action-adventure, animation, comedy","Movie g action-adventure, animation, comedy unknown united states"
Movie,luck of the irish,paul kiernan  timothy omundson  ryan merriman,united states,tv-g,"comedy, coming of age, fantasy","Movie tv-g comedy, coming of age, fantasy paul kiernan  timothy omundson  ryan merriman united states"
Movie,luxo jr.,unknown,united states,g,"animation, comedy, family","Movie g animation, comedy, family unknown united states"
Movie,magician mickey,pinto colvig  walt disney  clarence nash,united states,tv-pg,"animation, comedy, family","Movie tv-pg animation, comedy, family pinto colvig  walt disney  clarence nash united states"
Movie,mail dog,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,man among cheetahs,bob poole,united states,tv-pg,"animals & nature, documentary, family","Movie tv-pg animals & nature, documentary, family bob poole united states"
Movie,mars: inside spacex,unknown,united states,tv-pg,documentary,Movie tv-pg documentary unknown united states
Movie,marvel rising: secret warriors,dee baker  chloe bennet  kathreen khavari,united states,tv-y7-fv,"action-adventure, animation, coming of age","Movie tv-y7-fv action-adventure, animation, coming of age dee baker  chloe bennet  kathreen khavari united states"
Movie,marvel studios: assembling a universe,jeff mcneil  meghan leon  jason hillhouse,united states,tv-pg,"action-adventure, documentary, superhero","Movie tv-pg action-adventure, documentary, superhero jeff mcneil  meghan leon  jason hillhouse united states"
Movie,marvel studios: expanding the universe,unknown,unknown,tv-pg,"documentary, family","Movie tv-pg documentary, family unknown unknown"
Movie,marvel studios' ant-man,paul rudd  evangeline lilly  corey stoll,united states,pg-13,"action-adventure, comedy, science fiction","Movie pg-13 action-adventure, comedy, science fiction paul rudd  evangeline lilly  corey stoll united states"
Movie,marvel studios' avengers: age of ultron,robert downey jr.  chris hemsworth  mark ruffalo,united states,pg-13,"action-adventure, science fiction, superhero","Movie pg-13 action-adventure, science fiction, superhero robert downey jr.  chris hemsworth  mark ruffalo united states"
Movie,marvel studios' avengers: endgame,robert downey jr.  chris evans  mark ruffalo,united states,pg-13,"action-adventure, fantasy, science fiction","Movie pg-13 action-adventure, fantasy, science fiction robert downey jr.  chris evans  mark ruffalo united states"
Movie,marvel studios' captain america: civil war,chris evans  robert downey jr.  scarlett johansson,united states,pg-13,"action-adventure, science fiction, superhero","Movie pg-13 action-adventure, science fiction, superhero chris evans  robert downey jr.  scarlett johansson united states"
Movie,marvel studios' captain america: the first avenger,chris evans  tommy jones  hugo weaving,united states,pg-13,"action-adventure, science fiction, superhero","Movie pg-13 action-adventure, science fiction, superhero chris evans  tommy jones  hugo weaving united states"
Movie,marvel studios' captain america: the winter soldier,chris evans  scarlett johansson  sebastian stan,united states,pg-13,"action-adventure, science fiction, superhero","Movie pg-13 action-adventure, science fiction, superhero chris evans  scarlett johansson  sebastian stan united states"
Movie,marvel studios' captain marvel,brie larson  samuel jackson  ben mendelsohn,"united states, australia",pg-13,"action-adventure, science fiction, superhero","Movie pg-13 action-adventure, science fiction, superhero brie larson  samuel jackson  ben mendelsohn united states, australia"
Movie,marvel studios' doctor strange,benedict cumberbatch  chiwetel ejiofor  rachel mcadams,united states,pg-13,"action-adventure, fantasy, superhero","Movie pg-13 action-adventure, fantasy, superhero benedict cumberbatch  chiwetel ejiofor  rachel mcadams united states"
Movie,marvel studios' guardians of the galaxy,chris pratt  zoë saldana  dave bautista,united states,pg-13,"action-adventure, comedy, science fiction","Movie pg-13 action-adventure, comedy, science fiction chris pratt  zoë saldana  dave bautista united states"
Movie,marvel studios' guardians of the galaxy vol. 2,chris pratt  bradley cooper  vin diesel,united states,pg-13,"action-adventure, comedy, science fiction","Movie pg-13 action-adventure, comedy, science fiction chris pratt  bradley cooper  vin diesel united states"
Movie,marvel studios' iron man,robert downey jr.  terrence howard  jeff bridges,"united states, canada",pg-13,"action-adventure, science fiction, superhero","Movie pg-13 action-adventure, science fiction, superhero robert downey jr.  terrence howard  jeff bridges united states, canada"
Movie,marvel studios' iron man 2,robert downey jr.  gwyneth paltrow  don cheadle,united states,pg-13,"action-adventure, science fiction, superhero","Movie pg-13 action-adventure, science fiction, superhero robert downey jr.  gwyneth paltrow  don cheadle united states"
Movie,marvel studios' iron man 3,robert downey jr.  gwyneth paltrow  don cheadle,united states,pg-13,"action-adventure, science fiction, superhero","Movie pg-13 action-adventure, science fiction, superhero robert downey jr.  gwyneth paltrow  don cheadle united states"
Movie,marvel studios' the avengers,robert downey jr.  chris evans  mark ruffalo,united states,pg-13,"action-adventure, fantasy, science fiction","Movie pg-13 action-adventure, fantasy, science fiction robert downey jr.  chris evans  mark ruffalo united states"
Movie,marvel studios' thor,chris hemsworth  natalie portman  tom hiddleston,united states,pg-13,"action-adventure, fantasy, superhero","Movie pg-13 action-adventure, fantasy, superhero chris hemsworth  natalie portman  tom hiddleston united states"
Movie,marvel studios' thor: the dark world,chris hemsworth  natalie portman  tom hiddleston,united states,pg-13,"action-adventure, fantasy, science fiction","Movie pg-13 action-adventure, fantasy, science fiction chris hemsworth  natalie portman  tom hiddleston united states"
Movie,mary poppins,julie andrews  dick van dyke  david tomlinson,united states,g,"family, fantasy, musical","Movie g family, fantasy, musical julie andrews  dick van dyke  david tomlinson united states"
Movie,mater and the ghostlight,larry the cable guy   owen wilson  michael wallis,united states,tv-y7,"animation, comedy, family","Movie tv-y7 animation, comedy, family larry the cable guy   owen wilson  michael wallis united states"
Movie,meet the deedles,paul walker  steve wormer  john ashton,united states,pg,"buddy, comedy","Movie pg buddy, comedy paul walker  steve wormer  john ashton united states"
Movie,meet the robinsons,angela bassett  daniel hansen  jordan fry,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family angela bassett  daniel hansen  jordan fry united states"
Movie,melody time,roy rogers  trigger   dennis day,united states,tv-pg,"animation, anthology, family","Movie tv-pg animation, anthology, family roy rogers  trigger   dennis day united states"
Movie,mickey down under,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,"mickey, donald, goofy: the three musketeers",wayne allwine  tony anselmo  bill farmer,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family wayne allwine  tony anselmo  bill farmer united states"
Movie,mickey's birthday party,walt disney  thelma boardman  pinto colvig,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family walt disney  thelma boardman  pinto colvig united states"
Movie,mickey's christmas carol,alan young  wayne allwine  hal smith,united states,g,"animation, comedy, family","Movie g animation, comedy, family alan young  wayne allwine  hal smith united states"
Movie,mickey's delayed date,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,mickey's once upon a christmas,kelsey grammer  wayne allwine  russi taylor,united states,tv-g,"animation, anthology, comedy","Movie tv-g animation, anthology, comedy kelsey grammer  wayne allwine  russi taylor united states"
Movie,mickey's rival,walt disney  marcelite garner  sonny dawson,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family walt disney  marcelite garner  sonny dawson united states"
Movie,mickey's trailer,clarence nash  pinto colvig  walt disney,united states,tv-pg,"animation, comedy, family","Movie tv-pg animation, comedy, family clarence nash  pinto colvig  walt disney united states"
Movie,mickey's twice upon a christmas,wayne allwine  tony anselmo  jeff bennett,united states,g,"animation, anthology, comedy","Movie g animation, anthology, comedy wayne allwine  tony anselmo  jeff bennett united states"
Movie,mighty joe young,bill paxton  charlize theron  rade šerbedžija,united states,pg,"action-adventure, animals & nature, family","Movie pg action-adventure, animals & nature, family bill paxton  charlize theron  rade šerbedžija united states"
Movie,mike's new car,billy crystal  john goodman,united states,tv-g,"animation, buddy, comedy","Movie tv-g animation, buddy, comedy billy crystal  john goodman united states"
