type,title,cast,country,rating,listed_in,combination
Movie,disney's a christmas carol,jim carrey  gary oldman  colin firth,united states,pg,"animation, fantasy","Movie pg animation, fantasy jim carrey  gary oldman  colin firth united states"
Movie,mr. magoo,leslie nielsen  kelly lynch  ernie hudson,united states,pg,"action-adventure, comedy, crime","Movie pg action-adventure, comedy, crime leslie nielsen  kelly lynch  ernie hudson united states"
Movie,prep & landing,dave foley  sarah chalke  mason cotton,united states,tv-g,"animation, family, fantasy","Movie tv-g animation, family, fantasy dave foley  sarah chalke  mason cotton united states"
Movie,prep & landing: naughty vs. nice,dave foley  derek richardson  sarah chalke,united states,tv-g,"animation, family, fantasy","Movie tv-g animation, family, fantasy dave foley  derek richardson  sarah chalke united states"
Movie,disney channel halloween house party,tobie windham  raphael alejandro  suzi barrett,united states,tv-g,"comedy, variety","Movie tv-g comedy, variety tobie windham  raphael alejandro  suzi barrett united states"
Movie,the sorcerer's apprentice,nicolas cage  jay baruchel  alfred molina,united states,pg,"action-adventure, fantasy","Movie pg action-adventure, fantasy nicolas cage  jay baruchel  alfred molina united states"
Movie,once upon a snowman,josh gad  idina menzel  kristen bell,united states,tv-pg,"animation, comedy, coming of age","Movie tv-pg animation, comedy, coming of age josh gad  idina menzel  kristen bell united states"
Movie,pompeii: secrets of the dead,maite jauregui,united states,tv-pg,"documentary, historical","Movie tv-pg documentary, historical maite jauregui united states"
Movie,toy story of terror!,tom hanks  tim allen  joan cusack,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family tom hanks  tim allen  joan cusack united states"
Movie,beverly hills chihuahua,piper perabo  manolo cardona  jamie curtis,"united states, mexico",pg,"action-adventure, comedy, family","Movie pg action-adventure, comedy, family piper perabo  manolo cardona  jamie curtis united states, mexico"
Movie,clouds,fin argus  sabrina carpenter  madison iseman,united states,pg-13,"biographical, drama, music","Movie pg-13 biographical, drama, music fin argus  sabrina carpenter  madison iseman united states"
Movie,lost on everest,tate donovan,united states,tv-14,"animals & nature, documentary, survival","Movie tv-14 animals & nature, documentary, survival tate donovan united states"
Movie,marvel's iron man & captain america: heroes united,adrian pasdar  roger smith  fred tatasciore,united states,pg,"action-adventure, animation, science fiction","Movie pg action-adventure, animation, science fiction adrian pasdar  roger smith  fred tatasciore united states"
Movie,oil spill of the century,loïck peyron,unknown,tv-pg,"documentary, historical","Movie tv-pg documentary, historical loïck peyron unknown"
Movie,the chronicles of narnia: the voyage of the dawn treader,georgie henley  skandar keynes  ben barnes,"united states, united kingdom",pg,"action-adventure, family, fantasy","Movie pg action-adventure, family, fantasy georgie henley  skandar keynes  ben barnes united states, united kingdom"
Movie,wild portugal,bart thomasson,unknown,tv-14,"animals & nature, documentary, family","Movie tv-14 animals & nature, documentary, family bart thomasson unknown"
Movie,x2,patrick stewart  hugh jackman  ian mckellen,"canada, united states",pg-13,"action-adventure, family, science fiction","Movie pg-13 action-adventure, family, science fiction patrick stewart  hugh jackman  ian mckellen canada, united states"
Movie,mr. holland's opus,richard dreyfuss  glenne headly  jay thomas,united states,pg,"drama, music","Movie pg drama, music richard dreyfuss  glenne headly  jay thomas united states"
Movie,disneynature oceans,pierce brosnan  lancelot perrin,"france, switzerland, spain, united states, united arab emirates",g,"animals & nature, documentary, family","Movie g animals & nature, documentary, family pierce brosnan  lancelot perrin france, switzerland, spain, united states, united arab emirates"
Movie,hidden figures,taraji henson  octavia spencer  janelle monáe,united states,pg,"biographical, drama, family","Movie pg biographical, drama, family taraji henson  octavia spencer  janelle monáe united states"
Movie,secret society of second-born royals,peyton lee  niles fitch  isabella blake-thomas,united states,tv-pg,"action-adventure, coming of age, family","Movie tv-pg action-adventure, coming of age, family peyton lee  niles fitch  isabella blake-thomas united states"
Movie,the giant robber crab,colin solman,united states,tv-pg,"animals & nature, documentary","Movie tv-pg animals & nature, documentary colin solman united states"
Movie,bend it like beckham,parminder nagra  keira knightley  jonathan rhys-meyers,"united kingdom, germany, united states",pg-13,"buddy, comedy, coming of age","Movie pg-13 buddy, comedy, coming of age parminder nagra  keira knightley  jonathan rhys-meyers united kingdom, germany, united states"
Movie,ever after: a cinderella story,drew barrymore  anjelica huston  dougray scott,united states,pg-13,"drama, romance","Movie pg-13 drama, romance drew barrymore  anjelica huston  dougray scott united states"
Movie,morning light,patrick warburton,united states,pg,"documentary, sports","Movie pg documentary, sports patrick warburton united states"
Movie,notre dame: race against the inferno,paul bandey,"united kingdom, france",tv-pg,documentary,"Movie tv-pg documentary paul bandey united kingdom, france"
Movie,christopher robin,ewan mcgregor  hayley atwell  bronte carmichael,"united kingdom, united states",pg,"drama, family, fantasy","Movie pg drama, family, fantasy ewan mcgregor  hayley atwell  bronte carmichael united kingdom, united states"
Movie,d2: the mighty ducks,emilio estevez  michael tucker  jan rubeš,united states,pg,"comedy, drama, family","Movie pg comedy, drama, family emilio estevez  michael tucker  jan rubeš united states"
Movie,d3: the mighty ducks,emilio estevez  jeffrey nordling  david selby,united states,pg,"comedy, coming of age, drama","Movie pg comedy, coming of age, drama emilio estevez  jeffrey nordling  david selby united states"
Movie,trick or treat,unknown,united states,tv-g,"animation, family, fantasy","Movie tv-g animation, family, fantasy unknown united states"
Movie,alice through the looking glass,johnny depp  anne hathaway  mia wasikowska,"united states, united kingdom",pg,"action-adventure, fantasy","Movie pg action-adventure, fantasy johnny depp  anne hathaway  mia wasikowska united states, united kingdom"
Movie,phineas and ferb the movie: candace against the universe,ashley tisdale  vincent martella  ali wong,united states,tv-g,"action-adventure, animation, comedy","Movie tv-g action-adventure, animation, comedy ashley tisdale  vincent martella  ali wong united states"
Movie,back to the titanic,unknown,united kingdom,tv-pg,"documentary, historical","Movie tv-pg documentary, historical unknown united kingdom"
Movie,beauty and the beast,emma watson  dan stevens  luke evans,united states,pg,"family, fantasy, musical","Movie pg family, fantasy, musical emma watson  dan stevens  luke evans united states"
Movie,mars: one day on the red planet,nigel barber,united states,tv-pg,documentary,Movie tv-pg documentary nigel barber united states
Movie,the one and only ivan,sam rockwell  angelina jolie  danny devito,united states,pg,"drama, family, fantasy","Movie pg drama, family, fantasy sam rockwell  angelina jolie  danny devito united states"
Movie,disney zombies 2,milo manheim  meg donnelly  trevor tordjman,united states,tv-g,"coming of age, fantasy, musical","Movie tv-g coming of age, fantasy, musical milo manheim  meg donnelly  trevor tordjman united states"
Movie,india's wild leopards,sandesh kadur  priya singh,india,tv-14,"animals & nature, documentary","Movie tv-14 animals & nature, documentary sandesh kadur  priya singh india"
Movie,magic camp,adam devine  gillian jacobs  nathaniel mcintyre,united states,pg,"comedy, family","Movie pg comedy, family adam devine  gillian jacobs  nathaniel mcintyre united states"
Movie,marvel studios' ant-man and the wasp,paul rudd  evangeline lilly  michael peña,united states,pg-13,"action-adventure, comedy, science fiction","Movie pg-13 action-adventure, comedy, science fiction paul rudd  evangeline lilly  michael peña united states"
Movie,the greatest showman,hugh jackman  zac efron  michelle williams,united states,pg,"biographical, drama, family","Movie pg biographical, drama, family hugh jackman  zac efron  michelle williams united states"
Movie,howard,howard ashman,united states,tv-pg,"biographical, documentary, music","Movie tv-pg biographical, documentary, music howard ashman united states"
Movie,prince of persia: the sands of time,jake gyllenhaal  ben kingsley  gemma arterton,united states,pg-13,"action-adventure, fantasy","Movie pg-13 action-adventure, fantasy jake gyllenhaal  ben kingsley  gemma arterton united states"
Movie,star wars: galaxy's edge-adventure awaits,neil harris  kaley cuoco  oscar isaac,united states,tv-pg,"documentary, family","Movie tv-pg documentary, family neil harris  kaley cuoco  oscar isaac united states"
Movie,the hidden kingdoms of china,michelle yeoh,unknown,tv-pg,"animals & nature, documentary, family","Movie tv-pg animals & nature, documentary, family michelle yeoh unknown"
Movie,the peanuts movie,noah schnapp  alex garfin  hadley miller,united states,g,"animation, comedy, family","Movie g animation, comedy, family noah schnapp  alex garfin  hadley miller united states"
Movie,big cat games,boone smith,unknown,tv-pg,"animals & nature, family, reality","Movie tv-pg animals & nature, family, reality boone smith unknown"
Movie,black is king,beyoncé knowles-carter,united states,tv-14,"dance, music, musical","Movie tv-14 dance, music, musical beyoncé knowles-carter united states"
Movie,cradle of the gods,tim conrad,united kingdom,tv-pg,"documentary, historical","Movie tv-pg documentary, historical tim conrad united kingdom"
Movie,hunt for the abominable snowman,stephen rashbrook,unknown,tv-pg,documentary,Movie tv-pg documentary stephen rashbrook unknown
Movie,incredibles 2,craig nelson  holly hunter  sarah vowell,united states,pg,"action-adventure, animation, family","Movie pg action-adventure, animation, family craig nelson  holly hunter  sarah vowell united states"
Movie,lost temple of the inca,dan nachtrab,united states,tv-pg,documentary,Movie tv-pg documentary dan nachtrab united states
Movie,surviving the mount st. helens disaster,bill ratner,united kingdom,tv-pg,"animals & nature, documentary","Movie tv-pg animals & nature, documentary bill ratner united kingdom"
Movie,pirates of the caribbean: dead men tell no tales,johnny depp  javier bardem  brenton thwaites,united states,pg-13,"action-adventure, fantasy","Movie pg-13 action-adventure, fantasy johnny depp  javier bardem  brenton thwaites united states"
Movie,a pre-opening report from disneyland,walt disney  winston hibler,united states,tv-pg,"documentary, family, historical","Movie tv-pg documentary, family, historical walt disney  winston hibler united states"
Movie,diary of a wimpy kid: the long haul,jason drucker  alicia silverstone  tom scott,united states,pg,"comedy, family","Movie pg comedy, family jason drucker  alicia silverstone  tom scott united states"
Movie,lost city of machu picchu,craig sechler,united states,tv-14,"documentary, family","Movie tv-14 documentary, family craig sechler united states"
Movie,the mouseketeers at walt disney world,jo worley  ronnie schell  dennis underwood,united states,tv-pg,"coming of age, drama, family","Movie tv-pg coming of age, drama, family jo worley  ronnie schell  dennis underwood united states"
