type,title,cast,country,rating,listed_in,combination
TV Show,dog: impossible,matt beisner,united states,tv-pg,"animals & nature, docuseries, family","TV Show tv-pg animals & nature, docuseries, family matt beisner united states"
TV Show,spidey and his amazing friends,benjamin valic  lily sanfelippo  jakari fraser,united states,tv-y,"action-adventure, animation, kids","TV Show tv-y action-adventure, animation, kids benjamin valic  lily sanfelippo  jakari fraser united states"
TV Show,star wars: visions,unknown,unknown,tv-pg,"action-adventure, animation, anime","TV Show tv-pg action-adventure, animation, anime unknown unknown"
TV Show,life below zero,chip hailstone  agnes hailstone  sue aikens,united states,tv-14,"action-adventure, animals & nature, docuseries","TV Show tv-14 action-adventure, animals & nature, docuseries chip hailstone  agnes hailstone  sue aikens united states"
TV Show,miraculous: tales of ladybug & cat noir,cristina vee  bryce papenbrook  keith silverstein,"france, south korea, japan, united states",tv-y7,"action-adventure, animation, fantasy","TV Show tv-y7 action-adventure, animation, fantasy cristina vee  bryce papenbrook  keith silverstein france, south korea, japan, united states"
TV Show,ready for preschool,unknown,unknown,tv-y,"kids, music","TV Show tv-y kids, music unknown unknown"
TV Show,unknown waters with jeremy wade,jeremy wade,unknown,tv-14,"animals & nature, docuseries","TV Show tv-14 animals & nature, docuseries jeremy wade unknown"
TV Show,"doogie kamealoha, m.d.",peyton elizabeth lee  emma meisel  matthew sato,united states,tv-pg,"comedy, coming of age, family","TV Show tv-pg comedy, coming of age, family peyton elizabeth lee  emma meisel  matthew sato united states"
TV Show,"mira, royal detective",leela ladnier  utkarsh ambudkar  roshni edwards,united states,tv-y,"animation, fantasy, kids","TV Show tv-y animation, fantasy, kids leela ladnier  utkarsh ambudkar  roshni edwards united states"
TV Show,pepper ann,kathleen wilhoite  clea lewis  danny cooksey,united states,tv-y,"animation, comedy, coming of age","TV Show tv-y animation, comedy, coming of age kathleen wilhoite  clea lewis  danny cooksey united states"
TV Show,the incredible dr. pol,rick robles  dr. pol,united states,tv-14,"animals & nature, docuseries, family","TV Show tv-14 animals & nature, docuseries, family rick robles  dr. pol united states"
TV Show,alaska animal rescue,victoria vosburg,united states,tv-pg,"animals & nature, docuseries, family","TV Show tv-pg animals & nature, docuseries, family victoria vosburg united states"
TV Show,dug days,bob peterson  ed asner  jordan nagai,united states,tv-pg,"animation, comedy, family","TV Show tv-pg animation, comedy, family bob peterson  ed asner  jordan nagai united states"
TV Show,dr. k's exotic animal er,dr. susan kelleher  art edmonds,unknown,tv-14,"animals & nature, docuseries, family","TV Show tv-14 animals & nature, docuseries, family dr. susan kelleher  art edmonds unknown"
TV Show,gigantosaurus,dylan schombing  áine sunderland  nahanni mitchell,france,tv-y,"action-adventure, animation, kids","TV Show tv-y action-adventure, animation, kids dylan schombing  áine sunderland  nahanni mitchell france"
TV Show,life below zero: next generation,mocean melvin,united states,tv-14,"action-adventure, animals & nature, docuseries","TV Show tv-14 action-adventure, animals & nature, docuseries mocean melvin united states"
TV Show,"dr. oakley, yukon vet",dr. michelle oakley  zachary fine,united states,tv-pg,"action-adventure, animals & nature, docuseries","TV Show tv-pg action-adventure, animals & nature, docuseries dr. michelle oakley  zachary fine united states"
TV Show,growing up animal,tracee ellis ross,unknown,tv-pg,"animals & nature, docuseries, family","TV Show tv-pg animals & nature, docuseries, family tracee ellis ross unknown"
TV Show,america's funniest home videos: animal edition,alfonso ribeiro,unknown,tv-pg,reality,TV Show tv-pg reality alfonso ribeiro unknown
TV Show,chicken squad,ramone hamilton  gabriella graves  maxwell simkins,united states,tv-y,"animation, kids, police/cop","TV Show tv-y animation, kids, police/cop ramone hamilton  gabriella graves  maxwell simkins united states"
TV Show,disney presents goofy in how to stay at home,bill farmer  corey burton,unknown,tv-g,"animation, comedy, family","TV Show tv-g animation, comedy, family bill farmer  corey burton unknown"
TV Show,gabby duran and the unsittables,kylie cantrall  maxwell donovan  callan farris,united states,tv-g,"comedy, family, science fiction","TV Show tv-g comedy, family, science fiction kylie cantrall  maxwell donovan  callan farris united states"
TV Show,what if...?,unknown,unknown,tv-14,"action-adventure, animation, anthology","TV Show tv-14 action-adventure, animation, anthology unknown unknown"
TV Show,cesar millan: better human better dog,dustin rubin,unknown,tv-14,"animals & nature, docuseries, family","TV Show tv-14 animals & nature, docuseries, family dustin rubin unknown"
TV Show,disney fancy nancy,mia jenness  alyson hannigan  rob riggle,"united states, canada",tv-pg,"animation, kids","TV Show tv-pg animation, kids mia jenness  alyson hannigan  rob riggle united states, canada"
TV Show,walt disney animation studios: short circuit experimental films,unknown,unknown,pg,"animation, anthology, family","TV Show pg animation, anthology, family unknown unknown"
TV Show,chip 'n' dale: park life,matthew géczy  kaycie chase  bill farmer,unknown,tv-y7,"animation, buddy, comedy","TV Show tv-y7 animation, buddy, comedy matthew géczy  kaycie chase  bill farmer unknown"
TV Show,critter fixers: country vets,sullivan jones,united states,tv-14,"animals & nature, docuseries, family","TV Show tv-14 animals & nature, docuseries, family sullivan jones united states"
TV Show,disney junior t.o.t.s.,vanessa williams  megan hilty  jet jurgensmeyer,united states,tv-y,"animation, buddy, kids","TV Show tv-y animation, buddy, kids vanessa williams  megan hilty  jet jurgensmeyer united states"
TV Show,mickey mouse funhouse,bret iwan  kaitlyn robrock  bill farmer,unknown,tv-y,"animation, kids","TV Show tv-y animation, kids bret iwan  kaitlyn robrock  bill farmer unknown"
TV Show,minnie's bow-toons: party palace pals,tress macneille  nika futterman  kaitlyn robrock,unknown,tv-y7,"animation, kids","TV Show tv-y7 animation, kids tress macneille  nika futterman  kaitlyn robrock unknown"
TV Show,turning the tables with robin roberts,robin roberts,unknown,tv-pg,talk show,TV Show tv-pg talk show robin roberts unknown
TV Show,behind the attraction,paget brewster,unknown,tv-pg,"docuseries, family","TV Show tv-pg docuseries, family paget brewster unknown"
TV Show,disney the owl house,sarah-nicole robles  wendie malick  alex hirsch,united states,tv-y7,"action-adventure, animation, anime","TV Show tv-y7 action-adventure, animation, anime sarah-nicole robles  wendie malick  alex hirsch united states"
TV Show,meet spidey and his amazing friends (shorts),ben valic  melanie minichino,unknown,tv-y,"action-adventure, animation, kids","TV Show tv-y action-adventure, animation, kids ben valic  melanie minichino unknown"
TV Show,mission force one,justin felbinger  fiona bishop  ivy bishop,united states,tv-y,"action-adventure, animation, kids","TV Show tv-y action-adventure, animation, kids justin felbinger  fiona bishop  ivy bishop united states"
TV Show,turner & hooch,josh peck  carra patterson  lyndsy fonseca,unknown,tv-pg,"action-adventure, buddy, comedy","TV Show tv-pg action-adventure, buddy, comedy josh peck  carra patterson  lyndsy fonseca unknown"
TV Show,shark attack files,unknown,unknown,tv-14,reality,TV Show tv-14 reality unknown unknown
TV Show,so random!,tiffany thornton  sterling knight  brandon mychal smith,united states,tv-g,"comedy, coming of age","TV Show tv-g comedy, coming of age tiffany thornton  sterling knight  brandon mychal smith united states"
TV Show,when sharks attack,eric meyers,united states,tv-14,reality,TV Show tv-14 reality eric meyers united states
TV Show,breaking bobby bones,bobby bones,united states,tv-14,"action-adventure, docuseries, reality","TV Show tv-14 action-adventure, docuseries, reality bobby bones united states"
TV Show,mickey mouse mixed-up adventures,bret iwan  russi taylor  bill farmer,united states,tv-y,"animation, kids, sports","TV Show tv-y animation, kids, sports bret iwan  russi taylor  bill farmer united states"
TV Show,monsters at work,billy crystal  john goodman  ben feldman,united states,tv-g,"animation, comedy, family","TV Show tv-g animation, comedy, family billy crystal  john goodman  ben feldman united states"
TV Show,disney raven's home,raven-symoné   issac brown  navia robinson,united states,tv-g,"comedy, family, fantasy","TV Show tv-g comedy, family, fantasy raven-symoné   issac brown  navia robinson united states"
TV Show,pj masks,kyle breitkopf  jacob ursomarzo  addison holley,"france, united kingdom",tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids kyle breitkopf  jacob ursomarzo  addison holley france, united kingdom"
TV Show,running wild with bear grylls,bear grylls,united states,tv-pg,"action-adventure, reality, survival","TV Show tv-pg action-adventure, reality, survival bear grylls united states"
TV Show,the mysterious benedict society,tony hale  kristen schaal  mystic inscho,united states,tv-pg,"action-adventure, family","TV Show tv-pg action-adventure, family tony hale  kristen schaal  mystic inscho united states"
TV Show,dino ranch,tyler nathan  jacob mazeral  ava ro,canada,tv-y,"animation, kids, western","TV Show tv-y animation, kids, western tyler nathan  jacob mazeral  ava ro canada"
TV Show,disney just roll with it,ramon reed  kaylin hayman  suzi barrett,united states,tv-y7,"comedy, family","TV Show tv-y7 comedy, family ramon reed  kaylin hayman  suzi barrett united states"
TV Show,"heartland docs, dvm",dr. erin schroeder  dr. ben schroeder,united states,tv-14,"animals & nature, docuseries, family","TV Show tv-14 animals & nature, docuseries, family dr. erin schroeder  dr. ben schroeder united states"
TV Show,star wars vintage: droids,anthony daniels  r2-d2  lesleh donaldson,unknown,tv-y7-fv,"action-adventure, animation, fantasy","TV Show tv-y7-fv action-adventure, animation, fantasy anthony daniels  r2-d2  lesleh donaldson unknown"
TV Show,puppy dog pals,harland williams  isaac brown  jessica dicicco,"united states, india",tv-g,"animation, kids","TV Show tv-g animation, kids harland williams  isaac brown  jessica dicicco united states, india"
TV Show,zenimation,unknown,united states,tv-g,"animation, anthology, family","TV Show tv-g animation, anthology, family unknown united states"
TV Show,loki,tom hiddleston,unknown,tv-14,"action-adventure, fantasy, science fiction","TV Show tv-14 action-adventure, fantasy, science fiction tom hiddleston unknown"
TV Show,disney amphibia,justin felbinger  amanda leighton  bill farmer,"united states, south korea",tv-y7,"animation, comedy, family","TV Show tv-y7 animation, comedy, family justin felbinger  amanda leighton  bill farmer united states, south korea"
TV Show,gordon ramsay: uncharted,gordon ramsay,united states,tv-14,"action-adventure, docuseries, lifestyle","TV Show tv-14 action-adventure, docuseries, lifestyle gordon ramsay united states"
TV Show,muppet babies,matt danner  melanie harrison  ben diskin,"south korea, united states, china, japan",tv-y,"animation, kids","TV Show tv-y animation, kids matt danner  melanie harrison  ben diskin south korea, united states, china, japan"
TV Show,bluey,dave mccormack  melanie zanetti  brad elliot,"australia, united kingdom",tv-y,"animation, kids","TV Show tv-y animation, kids dave mccormack  melanie zanetti  brad elliot australia, united kingdom"
TV Show,disney sydney to the max,ruth righi  ava kolker  jackson dollinger,united states,tv-g,"comedy, coming of age, family","TV Show tv-g comedy, coming of age, family ruth righi  ava kolker  jackson dollinger united states"
TV Show,kingdom of the polar bears,dennis compayre,unknown,tv-pg,"animals & nature, docuseries","TV Show tv-pg animals & nature, docuseries dennis compayre unknown"
TV Show,wicked tuna,mike rowe,united states,tv-14,"action-adventure, animals & nature, docuseries","TV Show tv-14 action-adventure, animals & nature, docuseries mike rowe united states"
TV Show,big city greens,chris houghton  marieve herington  bob joles,"united states, south korea",tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy chris houghton  marieve herington  bob joles united states, south korea"
TV Show,fury files,chi mcbride,unknown,tv-y7,animation,TV Show tv-y7 animation chi mcbride unknown
TV Show,ice road rescue,david wartnaby  bjørn lægreid  thord paulsen,united kingdom,tv-14,"docuseries, reality, survival","TV Show tv-14 docuseries, reality, survival david wartnaby  bjørn lægreid  thord paulsen united kingdom"
TV Show,schoolhouse rock!,bob dorough  jack sheldon  lynn ahrens,united states,tv-g,"animals & nature, animation, kids","TV Show tv-g animals & nature, animation, kids bob dorough  jack sheldon  lynn ahrens united states"
TV Show,disney special agent oso: three healthy steps (shorts),sean astin  meghan strange  phill lewis,unknown,tv-y,"action-adventure, animation, kids","TV Show tv-y action-adventure, animation, kids sean astin  meghan strange  phill lewis unknown"
TV Show,race to the center of the earth,chris payne gilbert,united states,tv-14,"action-adventure, family, game show / competition","TV Show tv-14 action-adventure, family, game show / competition chris payne gilbert united states"
TV Show,special agent oso,sean astin  meghan strange  gary anthony williams,"united states, united kingdom, south korea",tv-y,"action-adventure, animation, kids","TV Show tv-y action-adventure, animation, kids sean astin  meghan strange  gary anthony williams united states, united kingdom, south korea"
TV Show,the incredible hulk,neal mcdonough  john vernon  luke perry,united states,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids neal mcdonough  john vernon  luke perry united states"
TV Show,wander over yonder,jack mcbrayer  april winchell  keith ferguson,"united states, canada, ireland",tv-y7,comedy,"TV Show tv-y7 comedy jack mcbrayer  april winchell  keith ferguson united states, canada, ireland"
TV Show,star wars vehicle flythroughs,unknown,unknown,tv-g,"anthology, science fiction","TV Show tv-g anthology, science fiction unknown unknown"
TV Show,the bad batch,dee bradley baker,unknown,tv-pg,"action-adventure, animation, science fiction","TV Show tv-pg action-adventure, animation, science fiction dee bradley baker unknown"
TV Show,spider-man,christopher daniel barnes  edward asner  linda gray,united states,tv-y7,"action-adventure, animation, kids","TV Show tv-y7 action-adventure, animation, kids christopher daniel barnes  edward asner  linda gray united states"
TV Show,adventures in wonderland,patrick richwood  reece holland  john robert hoffman,unknown,tv-g,"fantasy, musical","TV Show tv-g fantasy, musical patrick richwood  reece holland  john robert hoffman unknown"
TV Show,ducktales,david tennant  danny pudi  ben schwartz,united states,tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy david tennant  danny pudi  ben schwartz united states"
TV Show,liv and maddie,dove cameron  joey bragg  tenzing norgay trainor,united states,tv-g,"comedy, coming of age, kids","TV Show tv-g comedy, coming of age, kids dove cameron  joey bragg  tenzing norgay trainor united states"
TV Show,secrets of the whales,sigourney weaver  james cameron  brian skerry,unknown,tv-pg,"animals & nature, docuseries","TV Show tv-pg animals & nature, docuseries sigourney weaver  james cameron  brian skerry unknown"
TV Show,big shot,john stamos  jessalyn gilsig  yvette nicole brown,unknown,tv-pg,"comedy, drama, sports","TV Show tv-pg comedy, drama, sports john stamos  jessalyn gilsig  yvette nicole brown unknown"
TV Show,earth moods,unknown,unknown,tv-g,"animals & nature, anthology","TV Show tv-g animals & nature, anthology unknown unknown"
TV Show,primal survivor,hazen audel,united states,tv-pg,"docuseries, reality, survival","TV Show tv-pg docuseries, reality, survival hazen audel united states"
TV Show,future-worm!,andy milonakis  james adomian  corey burton,united states,tv-y7,"family, kids","TV Show tv-y7 family, kids andy milonakis  james adomian  corey burton united states"
TV Show,kick buttowski: suburban daredevil,charlie schlatter  matt jones  danny cooksey,united states,tv-y7,"action-adventure, animation","TV Show tv-y7 action-adventure, animation charlie schlatter  matt jones  danny cooksey united states"
TV Show,higglytown heroes,frankie ryan manriquez  taylor masamitsu  liliana mumy,"united states, south korea",tv-y,"animation, kids, musical","TV Show tv-y animation, kids, musical frankie ryan manriquez  taylor masamitsu  liliana mumy united states, south korea"
TV Show,made in a day,craig whitney,united states,tv-pg,reality,TV Show tv-pg reality craig whitney united states
TV Show,secrets of the zoo,mocean melvin,unknown,tv-pg,"animals & nature, docuseries, family","TV Show tv-pg animals & nature, docuseries, family mocean melvin unknown"
TV Show,star wars vintage: clone wars 2d micro-series,mat lucas  james arnold taylor  tom kane,unknown,tv-y7-fv,series,TV Show tv-y7-fv series mat lucas  james arnold taylor  tom kane unknown
TV Show,star wars: ewoks,jim henshaw  cree summer francks  jackie burroughs,unknown,tv-y7-fv,"action-adventure, animation, fantasy","TV Show tv-y7-fv action-adventure, animation, fantasy jim henshaw  cree summer francks  jackie burroughs unknown"
TV Show,walk the prank,cody veith  bryce gheisar  brandon severs,united states,tv-y7,"comedy, reality","TV Show tv-y7 comedy, reality cody veith  bryce gheisar  brandon severs united states"
TV Show,pickle and peanut,johnny pemberton  jon heder  dana snyder,united states,tv-y7,comedy,TV Show tv-y7 comedy johnny pemberton  jon heder  dana snyder united states
TV Show,the mighty ducks: game changers,unknown,unknown,tv-pg,"comedy, drama, sports","TV Show tv-pg comedy, drama, sports unknown unknown"
TV Show,disney big hero 6 the series,scott adsit  ryan potter  brooks wheelan,united states,tv-g,"action-adventure, animation, kids","TV Show tv-g action-adventure, animation, kids scott adsit  ryan potter  brooks wheelan united states"
TV Show,mexico untamed,juan monsalvez,unknown,tv-pg,"animals & nature, docuseries","TV Show tv-pg animals & nature, docuseries juan monsalvez unknown"
TV Show,the falcon and the winter soldier,anthony mackie  sebastian stan  daniel brühl,unknown,tv-14,"action-adventure, buddy, science fiction","TV Show tv-14 action-adventure, buddy, science fiction anthony mackie  sebastian stan  daniel brühl unknown"
TV Show,marvel studios assembled,unknown,unknown,unknown,"anthology, docuseries","TV Show unknown anthology, docuseries unknown unknown"
TV Show,american dragon: jake long,dante basco  jeff bennett  amy bruckner,united states,tv-y7,"action-adventure, animation, comedy","TV Show tv-y7 action-adventure, animation, comedy dante basco  jeff bennett  amy bruckner united states"
TV Show,car sos,unknown,united kingdom,tv-pg,"buddy, comedy, docuseries","TV Show tv-pg buddy, comedy, docuseries unknown united kingdom"
TV Show,disney channel games 2008,unknown,unknown,tv-g,"game show / competition, sports, variety","TV Show tv-g game show / competition, sports, variety unknown unknown"
TV Show,disney roll it back (shorts),ramon reed  kaylin hayman  suzi barrett,unknown,tv-y7,"comedy, docuseries, family","TV Show tv-y7 comedy, docuseries, family ramon reed  kaylin hayman  suzi barrett unknown"
TV Show,dog with a blog,g hannelius  blake michael  francesca capaldi,united states,tv-g,"comedy, fantasy","TV Show tv-g comedy, fantasy g hannelius  blake michael  francesca capaldi united states"
TV Show,mickey go local,azran bin ahmad  rozita binti mohamed hussain  shamsir bin mohd shahar,unknown,tv-g,"animation, comedy, kids","TV Show tv-g animation, comedy, kids azran bin ahmad  rozita binti mohamed hussain  shamsir bin mohd shahar unknown"
TV Show,pair of kings,mitchel musso  doc shaw  kelsey chow,united states,tv-y7,"action-adventure, comedy, coming of age","TV Show tv-y7 action-adventure, comedy, coming of age mitchel musso  doc shaw  kelsey chow united states"
TV Show,secrets of sulphur springs,preston oliver  kyliegh curran  elle graham,united states,tv-pg,"family, fantasy, mystery","TV Show tv-pg family, fantasy, mystery preston oliver  kyliegh curran  elle graham united states"
TV Show,the muppet show,jim henson  frank oz  dave goelz,"united states, united kingdom",tv-pg,"comedy, family, variety","TV Show tv-pg comedy, family, variety jim henson  frank oz  dave goelz united states, united kingdom"
TV Show,marvel battleworld: mystery of the thanostones,giles panton  rebecca shoichet  jesse inocalla,united states,tv-y7-fv,"action-adventure, animation, fantasy","TV Show tv-y7-fv action-adventure, animation, fantasy giles panton  rebecca shoichet  jesse inocalla united states"
TV Show,wicked tuna: outer banks,bill ratner,unknown,tv-14,"animals & nature, docuseries, family","TV Show tv-14 animals & nature, docuseries, family bill ratner unknown"
TV Show,dinosaurs,unknown,united states,tv-pg,"comedy, family","TV Show tv-pg comedy, family unknown united states"
TV Show,pixar popcorn,ellen degeneres  craig t. nelson  holly hunter,united states,tv-pg,"animation, anthology, family","TV Show tv-pg animation, anthology, family ellen degeneres  craig t. nelson  holly hunter united states"
TV Show,elena of avalor,aimee carrero  jenna ortega  keith ferguson,united states,tv-y7,"action-adventure, animation, fantasy","TV Show tv-y7 action-adventure, animation, fantasy aimee carrero  jenna ortega  keith ferguson united states"
TV Show,wandavision,elizabeth olsen  paul bettany  teyonah parris,united states,tv-14,"drama, fantasy, mystery","TV Show tv-14 drama, fantasy, mystery elizabeth olsen  paul bettany  teyonah parris united states"
TV Show,disney fam jam,phil wright  ariel martin  trevor tordjman,united states,tv-g,"family, game show / competition, reality","TV Show tv-g family, game show / competition, reality phil wright  ariel martin  trevor tordjman united states"
TV Show,marvel studios legends,unknown,united states,tv-14,"action-adventure, docuseries, fantasy","TV Show tv-14 action-adventure, docuseries, fantasy unknown united states"
TV Show,cosmos: possible worlds,neil degrasse tyson,united states,tv-14,"action-adventure, docuseries, family","TV Show tv-14 action-adventure, docuseries, family neil degrasse tyson united states"
